text	label
do you mind if call you nikolai	change_ai_name
have i been spending a lot on take out lately	spending_history
what do they call you, ai	what_is_your_name
who is responsible for your design	who_made_you
are you employed by someone	who_do_you_work_for
what did i spend at the grocery store yesterday	spending_history
how much money did i spend on food last month	spending_history
what is 48 multiplied by 4 divided by 2	calculator
make a pto request for dates november 11 to black friday	pto_request
can i use olive oil instead of butter	ingredient_substitution
please ask me again	repeat
how much do i earn a year	income
set a reminder for when the turkey is finished cooking	reminder_update
i need sal to be texted and say i'll be there	text
swap my amex pin to 1234	pin_change
tell me how busy red robin is at 5 pm	how_busy
figure out my reward points for discovery card	rewards_balance
what's the precise coordinates of this place	current_location
when will i get to orlando	distance
am i speaking with someone real	are_you_a_bot
quickly disconnect the phone	sync_device
how many rewards points do i have for my wells fargo card	rewards_balance
may i start referring to you as jeff	change_ai_name
create an alarm for 6am	alarm
tell me if you like cats or dogs	do_you_have_pets
how is dim sum at legend	restaurant_reviews
how much time does it take to get to levi stadium from san jose airport	distance
can i use water instead of milk	ingredient_substitution
what is the area of a 20 x 20 room	calculator
how many es are in receiving	spelling
let me know the traffic in tempe	traffic
tell me the visa card credit limit	credit_limit
when is it right now	time
when's the the last time i was paid	payday
how do i place an order for more checks for my bank of america account	order_checks
what are four inches in centimeters	measurement_conversion
has my order been shipped yet	order_status
i don't remember the pin number to my card	pin_change
is there a long wait at chili's around 5:00	how_busy
when will lettuce in the fridge go bad	food_last
give me a list of places that serve the best wings in charlotte	restaurant_suggestion
what is the exact time right now in the hawaii time zone	time
i have what to do on wednesday	calendar
write down appointment for tomorrow on my calendar	calendar_update
in canadian dollars, what is $30	exchange_rate
give me information on my health plan	insurance
when are we off work next	next_holiday
is there a list of good credit cards i can choose from to apply for	new_card
there has been fraudulent activity on my card and i need to report it	report_fraud
is there traffic expected	traffic
what is my location right now	current_location
i need to have a timer for 10 minutes	timer
hi, ai	greeting
i would like to change the name on my first hawaiian bank account	pin_change
i need your to reset to factory settings	reset_settings
how long before my new card is mailed to me	replacement_card_duration
can applebees take any reservations	accept_reservations
can you tell me what my may 1st will be like according to my calendar	calendar
confirmed	yes
i may have a fraudulent transaction	report_fraud
please remind me later	reminder_update
do i have any appointments on my calendar march 22nd	calendar
give recommendations for thai food	meal_suggestion
what do i currently have on my shopping list	shopping_list
the temperature at ac is what	smart_home
how do i know my insurance benefits	insurance
will you charge me if i use my card in japan	international_fees
i need an uber	uber
let me check my transaction for first bank card	transactions
lost luggage on flight america airlines in o'hare	lost_luggage
set up a reminder that i need to pay my car ins the 23rd	reminder_update
which company is responsible for your design	who_made_you
what can i ask you to accomplish	what_can_i_ask_you
tell me how you are doing	greeting
hi, how are you	greeting
do you know any trivia about the ocean	fun_fact
i will be visiting america so i will need to let me bank know i will be gone from april to may	travel_notification
send amy a text for me and tell her i need to meet	text
since we're out of checks i want help purchasing new ones	order_checks
how do i get to the closest starbucks	directions
i want to change the pin number on my credit union account	pin_change
i need interesting baseball trivia from the nineteen eighties	fun_fact
dial sarah	make_call
looking at january, show all wine purchases	transactions
how much gas is in my gas tank	gas
do i have any vacation days to use	pto_balance
tell me about the hold on my chase account	account_blocked
at noon, schedule a meeting with saul	schedule_meeting
what does my shopping list say that i should get	shopping_list
how many days of vacation are left now	pto_balance
do i have a note on the calendar for black friday	calendar
what kind of gas does my vehicle take	gas_type
im at lax and my bags aren't	lost_luggage
how good are the ratings for red robin	restaurant_reviews
do you know if my 401k is able to be rolled over	rollover_401k
is there a way to get my pin number	pin_change
please tell me how much i have spent recently	spending_history
i'm going to paris soon and want to let my bank know, how do i do that	travel_notification
what is the correct amount of ounces in a pound	measurement_conversion
schedule an oil change for me	schedule_maintenance
who is the person responsible for creating you	who_made_you
time to get replacement credit card for stolen one	replacement_card_duration
what did you just ask	repeat
what are some fun local experiences in canada	travel_suggestion
what is my income this year	income
one more time please	repeat
what is 78 times 85	calculator
what were my purchases on visa card last month	transactions
what's the difference between usd and cad	exchange_rate
can you tell me if you are a real live person	are_you_a_bot
can you order me new ray bans	order
how good are the ratings for outback	restaurant_reviews
convert inches to centimeters	measurement_conversion
set a reminder to feed the dogs	reminder_update
i'm changing your name to joe	change_ai_name
buy delta ticket madison to atlanta	book_flight
can you text christopher and tell them im on my way	text
how can i make sure that my credit score does not decrease	improve_credit_score
i got a new job, can you help me with my 401k rollover	rollover_401k
how many points are on my gold card	rewards_balance
what things can i do to increase my credit score	improve_credit_score
sound the alarm at 6 am tomorrow	alarm
is there a travel alert in spain	travel_alert
inform me on the directions to jump start my car	jump_start
what insurance benefits do i have	insurance
how is my credit score numberwise	credit_score
what's my pay for this week	income
do you have any pets and what kind	do_you_have_pets
which subjects are you the most experienced with	what_can_i_ask_you
can i order new checks since i am out	order_checks
is it possible to apply for a new credit card	new_card
i need help spelling superficial	spelling
that is the wrong answer	no
what organization do you work for	who_do_you_work_for
take my lunch plans off the calendar for march 13th	calendar_update
when was my most recent transaction	transactions
i'm at a new job and i need to do a 401k rollover, how do i do this	rollover_401k
undecided	maybe
get a hold of sue	make_call
check on my health care plan	insurance
what's the eta for a new card to come in the mail	replacement_card_duration
change the pin on my bank account first republic to 1234	pin_change
what did you just say	repeat
are you ai	are_you_a_bot
repeat that fun fact about mt everest	fun_fact
i need to make a reminder please	reminder_update
i need to find my phone	find_phone
i'm seeking a full circle flight from msy to msp for w to june 7	book_flight
does my card charge a fee for use in indonesia	international_fees
how do you spell umbrella	spelling
i wanna check my rewards for my credit card	rewards_balance
say a fun fact about mt everest	fun_fact
does jet blue have any carry-on restrictions	carry_on
how much is $1 usd in euros	exchange_rate
do you need a special outlet converter in sweden	plug_type
what's the method of jumping my car	jump_start
can i put in a pto request for december 25th to january 1st	pto_request
what can't i carry-on to delta	carry_on
do you know the health plan i'm on	insurance
bye bye!	goodbye
what are some suggestions for places to travel	travel_suggestion
what's the right way to spell indict	spelling
560 divided by 3	calculator
how do i get to the bowling alley by foot	directions
change to the woman voice	change_accent
when will my payment be deposited	payday
are you a robot	are_you_a_bot
i need the exchange rate between pounds and us dollars	exchange_rate
what transactions did i make yesterday at the flea market	transactions
can you tell me what i spend on gas for the past two weeks	spending_history
how should i rollover my 401k	rollover_401k
could you tell me how much i've spent over the past two weeks	spending_history
it's nice to see you	greeting
set alarm for 5 am	alarm
whats the travel time to redmond right now	distance
i want factory settings put back in place	reset_settings
i wanna know if my capital one credit card have international transaction fees	international_fees
can you remove this event from my calendar	calendar_update
i want to change your name to another name	change_ai_name
i need an alarm set for 10:00 and another set for 3:00	alarm
take $40 from account a and transfer it to account b	transfer
i'm looking to call a group	make_call
that would be false	no
go back to factory settings	reset_settings
how is traffic nearest the ben franklin bridge philadelphia heading to the new jersey turnpike	traffic
tell me something interesting about bees	fun_fact
can you help me with anything i need	what_can_i_ask_you
do you have a name that i can call you	what_is_your_name
can you see where my package is	order_status
is my gas tank full	gas
i have some charges on my account from old navy that aren't mine	report_fraud
how can i find out my credit score	credit_score
can you let me know what health plan i'm on	insurance
how much did i earn in income only last year	income
could you set a timer	timer
who tells you what to do	who_do_you_work_for
find my credit score and tell it to me	credit_score
i gotta report fraudulent activity on my credit card	report_fraud
do you know how many o's are in honor	spelling
turn the furnace on please	smart_home
can you verify the doors are locked	smart_home
schedule a mechanic	schedule_maintenance
how do i keep good credit	improve_credit_score
calculate my total income from my job	income
is it payday	payday
look for auto companies that do scheduled maintenance on my vehicle	schedule_maintenance
i wish to have a 10 minute timer	timer
please go and change the pin on my bank of america account to be 1234	pin_change
i would like to put 100 dollars from the checking into the savings account now	transfer
will you give me some guidance on how to make ceviche	recipe
does delta have any carry-on restrictions	carry_on
its date night and we cant decide where to go help	restaurant_suggestion
please place a pto request for february 18th to the february 25th	pto_request
do you prefer peanut butter or cheese for your celery	shopping_list
please set to female voice	change_accent
set up direct deposit for me	direct_deposit
change your settings so that your respond to the name marion	change_ai_name
speed up your speech	change_speed
tell me something interesting about sperm whales	fun_fact
what were my last five transactions on my visa card	transactions
are you an ai or person	are_you_a_bot
how do i apply for a barclay's card	new_card
what's the time set to in florida right now	time
can you help me locate my phone, please	find_phone
can you find me a recipe for coffee cakes	recipe
transfer money from one place to another	transfer
what's the exhange rate between mxn and gbp	exchange_rate
alter your accent	change_accent
what time is it in buenos aires	time
see ya later	goodbye
do i have twinkies on the grocery list	shopping_list
what time of day is it	time
what are some cool tourist attractions in england	travel_suggestion
how can i set up a direct deposit with my checking account	direct_deposit
give me a fun fact about dolphin	fun_fact
what is 7 x 7	calculator
will using a discover card in rome cause transaction fees	international_fees
double the speaking speed please	change_speed
tell me when my next paycheck will arrive	payday
which ingredients are in pizza	ingredients_list
please order me a 7lb bag of world's best cat litter from targetcom	order
how are things	greeting
can you tell me why is my bank account frozen	account_blocked
i need to track the status of my order	order_status
reset to your natural settings	reset_settings
show me the recipe for broccoli cheddar soup	ingredients_list
commence playing music	play_music
can you get my car started	smart_home
is it going to be much longer until i reach the bank	distance
what traffic can i expect on the way to the newark, new jersey from philadelphia	traffic
can put fan on	smart_home
can you schedule a meeting with matt for 3	schedule_meeting
dont let me forget to do that thing later	reminder_update
alert my bank and let them know that i'm travelling to stockholm	travel_notification
it takes how long to get to the beach in santa barbara	distance
i want my paycheck to go directly to my bank account	direct_deposit
can you find my credit score	credit_score
i need to figure out what to do about lost luggage	lost_luggage
tell me where my package is currently	order_status
have a good one	goodbye
i need to track my order	order_status
find me the location of the nearest gas station	directions
can you explain to me why my bank account might be frozen	account_blocked
how do i set up a meeting	schedule_meeting
is there meaning to life	meaning_of_life
which types of questions can i ask you	what_can_i_ask_you
please set timer for 4 pm	timer
schedule my meeting with jim at 3pm	schedule_meeting
i want to know if there is meeting room available at 8	schedule_meeting
dial x's number	make_call
time to order and receive a new credit card	replacement_card_duration
i need a 7 minute timer	timer
ai, tell me what things i should ask of you	what_can_i_ask_you
do i need any vaccinations before going to indonesia	vaccines
i need an uber for 5 to go to the concerthall	uber
find that song that goes something like i'm hooked on a feeling	play_music
how do i order more free checkbooks	order_checks
when do they mail me a replacement card	replacement_card_duration
turn on the fan	smart_home
are there any travel alerts for juarez	travel_alert
how is that credit limit	credit_limit
confirm the doors are locked	smart_home
who can i talk to above you	who_do_you_work_for
set my paycheck up for direct deposit	direct_deposit
is a toothbrush on my shopping list	shopping_list
i need someone to look at my car and tell me why the light is on	schedule_maintenance
can i schedule a check up for my tires somewhere	schedule_maintenance
i need more checkbooks delivered to me by mail	order_checks
go my to checking account and switch my pin to 1234	pin_change
that answer's above my pay scale	maybe
i'll have to think about it	maybe
can i use skim milk instead of 2% in the recipe	ingredient_substitution
is it possible to use sausage instead of hot dog	ingredient_substitution
do i need to get any shots before i travel to morocco	vaccines
make a new name for the ai	change_ai_name
i need to catch an uber to cal expo	uber
where's my package	order_status
are you a pet owner and what kind	do_you_have_pets
let me set up direct deposit for this	direct_deposit
show me last transaction	transactions
what are all the things on the shopping list	shopping_list
my phone is currently lost	find_phone
is there a reason that my bank account has a freeze on it	account_blocked
i don't have any checks left; please order some	order_checks
set a five minute timer please	timer
what did i write down on my shopping list this time	shopping_list
how do i convert four inches into centimeters	measurement_conversion
can you help me solve a math problem	calculator
tell my bank that i'll be in uruguay during january to august	travel_notification
this was fun, see you around bye	goodbye
how busy is shokudo at 12	how_busy
we need an uber pool for 2 passengers going to the greenboro airport	uber
how do i do a jump start on my car	jump_start
purchase me dog food	order
how much vacation time do i have	pto_balance
tell me whether you are a cat or dog person	do_you_have_pets
how would i change from centimeters to inches	measurement_conversion
do you know what company were you designed by	who_made_you
do you have time today for someone to look at my car because the check engine light is on	schedule_maintenance
i need an address for the closest starbucks to home	directions
what are my benefits on the insurance	insurance
tell me how to make ramen	recipe
the definition of affiliate is	definition
could you help me locate my phone, please	find_phone
please remove lunch with sally that is on my calendar on tuesday the 8th	calendar_update
please reset your factory settings	reset_settings
sync with my phone please	sync_device
hey do you know how to jump start a car battery	jump_start
i need for you to change your accent to the male british one	change_accent
multiply 7 and 42	calculator
am i talking to an actual person	are_you_a_bot
say it again	repeat
can i speed up your voice	change_speed
what plugs are in england	plug_type
switch over from female to the male voice	change_accent
what would five pounds be in kilos	measurement_conversion
what do i have going on on my calendar for march 18th	calendar
would you let me know how many carry ons i can take on a flight with southwest airlines to miami	carry_on
my previous job's 401k needs to be rolled over	rollover_401k
i need to know how much 100 dollars is worth in euros	exchange_rate
i need to know my credit's limit	credit_limit
i want to use the female voice now	change_accent
look up the amount of vacation days i have used please	pto_used
not at all	no
if i have 20,000 yen, how much is that in usd	exchange_rate
i need some suggestions for dinner places tonight	restaurant_suggestion
is there an uber going to downtown	uber
what ingredients do i use for pork belly	ingredients_list
i arrived on delta flight ab123 from juno but my luggage doesn't appear to have come with me	lost_luggage
i need to call my friend	make_call
how can i spell avocado	spelling
i wanna know how busy denny's is at 5 am	how_busy
how long does it take to get downtown by bus	distance
how long will it take for me to get a new credit card to replace the one that was stolen	replacement_card_duration
how long does bread last in the freezer	food_last
tell me my salary please	income
will ecuador require proof of any shots for me to go there	vaccines
how much money do i make a week	income
i would like you to revert to your factory settings	reset_settings
do i have anything scheduled on january 1st	calendar
can i move some money between my two accounts	transfer
my pto used so far is what right now	pto_used
make sure i get a meeting room for 9am on friday	schedule_meeting
who formed you	who_made_you
what's the usual time to get a new card when your previous one was lost	replacement_card_duration
how many carry ons are allowed on a flight with wow to iceland	carry_on
provide assistance on what to do to make a vacation request	pto_request
are you my insubordinate	who_do_you_work_for
is there someone else you work for	who_do_you_work_for
is 126 divisible by 8	calculator
what transactions have i made in the last few weeks	transactions
are there any travel advisories for the us	travel_alert
who can jump off my dead car battery	jump_start
what are the carry on limits for delta	carry_on
what is the yen worth in terms of the peso	exchange_rate
steps to raise my credit score	improve_credit_score
suggest a meal from germany to me	meal_suggestion
can you help me with my 401k rollover since i got a new job	rollover_401k
can you suggest a meal from ireland for me	meal_suggestion
would i be safe if i traveled to japan	travel_alert
can you make reservations at hodak's	accept_reservations
it could be that one or the other one	maybe
let me know what kinds of pets you have	do_you_have_pets
how much is 1 dollar worth in country b's money	exchange_rate
define ambivalence for me please	definition
do you know how do i schedule a meeting	schedule_meeting
i want an alarm for 6 am	alarm
yes, that is accurate	yes
what is the gas mileage for the car that i drive	mpg
move a dollar from my checkings to my savings	transfer
did i remember to put oatmeal on my list	shopping_list
what are my shopping list's content	shopping_list
i want to change your name, please	change_ai_name
i'd like some suggestions on where to go on my vacation this year	travel_suggestion
can you tell me how much gas is in my tank	gas
in bst timezone, what time is it	time
why can't i get into my account	account_blocked
whoa whoa please slow down	change_speed
how many liters are in 1 gallon	measurement_conversion
i need to apply for a visa card	new_card
where am i on gps	current_location
will you create a timer for me	timer
can you find me a recipe for ribs	recipe
what is the time in the usa	time
how's the traffic this morning	traffic
which pets do you own now	do_you_have_pets
i don't know where my luggage is	lost_luggage
i need to know what i have spent on food recently	spending_history
how long will a new card take to come in the mail	replacement_card_duration
is there a way to get my current location	current_location
i need to move my money	transfer
will my discover card ding me with transaction fees if i'm in aruba	international_fees
how can i charge my car battery when it's dead	jump_start
where am i	current_location
what the mpg	mpg
how do you convert milliliters to ounces	measurement_conversion
do i have to pay amex transaction fees in brazil	international_fees
sorry, i do not know	maybe
i can't seem to find my phone	find_phone
i'd like to know how changes are made to my insurance policy	insurance_change
is there traffic on the way to work	traffic
can you give me a american dinner suggestion	meal_suggestion
what methods can i use to improve my credit score	improve_credit_score
does the ai have a name	what_is_your_name
how do i slow down my ai's voice	change_speed
"""describe the meaning of """"dog"""	definition
please make a pto request for dates tomorrow to the twentieth	pto_request
i need a roundtrip flight for 5/2 to 5/8 from nyc to los angeles	book_flight
what is the traffic nearest lexington	traffic
how many of my vacation days have i depleted	pto_used
can i substitute ginger for garlic	ingredient_substitution
how many gallons is 50 liters	measurement_conversion
are there any shots i should get before going to south africa	vaccines
i need $20000 transferred from my savings to my checking	transfer
does gramercy tavern accept reservations	accept_reservations
please review my recent visa card transaction	transactions
can i switch cream with milk in a recipe	ingredient_substitution
yup	yes
what do i need to make authentic kimchi	ingredients_list
where do i begin the process of reporting my luggage lost	lost_luggage
i need help with my 401k rollver since i got a new job	rollover_401k
what kind of gas does my car currently need	gas_type
can you talk a bit slower please	change_speed
please repeat what you just said	repeat
what's the danger level of flying to russia right now	travel_alert
what've i got set for friday, the 13th, of next year	calendar
can you find a recipe on how to make chow mein	recipe
i want you to add staff meeting to my calendar for march 1 at 10:00 am	calendar_update
could you submit a pto request for me for dates april 21 to 30, please	pto_request
let's get a timer going for 10 minutes	timer
what do the plugs look like in japan	plug_type
how do i handle the situation if i lost my luggage	lost_luggage
check to see the status of my recent online order	order_status
i want to place a call to mike	make_call
is the resataurant busy at 5:00 pm	how_busy
which company programmed you	who_made_you
divide 100 by 12	calculator
what is my wells fargo card's rewards balance	rewards_balance
why is there a hold on my edward jones account	account_blocked
please give me a suggestion for what to make for dinner	meal_suggestion
shopping list	shopping_list
to charge my phone in india will i need a plug converter	plug_type
when is our next free day, please	next_holiday
i'd like to use another name for you	change_ai_name
buhbye	goodbye
i need to jump start my car what do i do	jump_start
change the accent you're speaking in	change_accent
submit the order for everything on my shopping list	order
what does the carry-on policy say for flights on united airlines	carry_on
can you suggest a restaurant for me to eat tonight	restaurant_suggestion
i want to rollover my 401k but dont know how	rollover_401k
how are things treating you	greeting
how long will the trip to portland be	distance
how busy is ihop at 5 pm	how_busy
you're talking too quickly for me to understand	change_speed
my car battery is dead, how do i charge it	jump_start
how do i make shrimp	recipe
i forgot my pin number for my northfield account	pin_change
i don't have anymore checks for chase and need some	order_checks
i want a recipe for roasted veggies	recipe
what's the process of making a burrito	recipe
when does the replacement card arrive	replacement_card_duration
would you please pair with my phone	sync_device
i must call roderick	make_call
how full is my gas tank	gas
i want to restore your factory settings	reset_settings
spell the word restaurant for me	spelling
who do i complain to about my luggage not arriving at the airport	lost_luggage
what is the carry on limit	carry_on
will maggianos in charlotte allow me to make a reservation	accept_reservations
i am not a bot, are you	are_you_a_bot
ring my phone at 12 pm	alarm
set a seven minute timer	timer
is it safe for me to visit malawi	travel_alert
where exactly am i at the moment	current_location
what is 606 divided by 5	calculator
what is the square root of 95	calculator
is it possible to get reservations at ihop	accept_reservations
what credit limit do i have	credit_limit
how busy is teddy bigger burder around 5	how_busy
when will my next paycheck be coming	payday
how many times do i get paid in march	payday
can you text mary and tell her she is amazing	text
i am itching to travel but don't know where to go	travel_suggestion
how many hours will it take to get to my destination	distance
how long would it take to get to times square by bus	distance
i want to report fraud on my american express	report_fraud
will you connect to my phone	sync_device
i can't find my phone	find_phone
can i have your name	what_is_your_name
how do i jump start my battery	jump_start
i don't know how to spell apparently	spelling
i'd like to make a vacation request	pto_request
i need a flight from nyc to paris with delta	book_flight
"""that would be """"no"""	no
how long is it safe to leave shrimp in the fridge	food_last
look for travel alerts for china	travel_alert
will you help me with a math problem	calculator
can you suggest meals from italy to me	meal_suggestion
how many more days until the next holiday	next_holiday
what's the name of my medical coverage	insurance
how do i get downtown by foot	directions
how much vacation have i earned	pto_balance
please notify my bank that i need more checks	order_checks
please inform me the gas i need to fill this car up with	gas_type
play some rock	play_music
can i use baking powder instead of baking soda	ingredient_substitution
my luggage has not arrived and i would like assistance locating it	lost_luggage
please turn my fan on	smart_home
suggest a meal from denmark to me	meal_suggestion
search my calendar for birthday	calendar
i just changed jobs and need help with my 401k rollover	rollover_401k
link up my paycheck for direct deposit to my account at chase	direct_deposit
show me my transactions on mcdonalds	transactions
how can i go about finding my location right now	current_location
how to protect my credit score	improve_credit_score
how do i change the account pin number for me	pin_change
how much have i spent recently	spending_history
cut carrots can stay in the fridge for how long before going bad	food_last
i need a flight from boston to miami for under 300 dollars	book_flight
reset to original settings	reset_settings
change pin to 1234 on account banner	pin_change
could you talk a little faster	change_speed
i must apply for a new credit card	new_card
what does deceive mean	definition
tell me some things to see in tampa	travel_suggestion
how many tablespoons and teaspoons is one cup	measurement_conversion
how many reward points does my discover card have	rewards_balance
what's the reason for a hold on my wells fargo account	account_blocked
send over 50 dollars between my shared and not shared accounts	transfer
what is the max credit limit for my card	credit_limit
what restrictions are there for carry-on on delta	carry_on
i gotta know how many points i have gotten with my debit card	rewards_balance
am i low on gas	gas
yesterday what did i spend on lunch	spending_history
are there extra charges for using my card in mexico	international_fees
tell me the fuel my car takes	gas_type
what type of pizzas are available for dinner	meal_suggestion
call friend	make_call
what withdrawals were there on my account yesterday	transactions
i must know what kinds of pets you have	do_you_have_pets
if i'm trying to get to heinz field, how long would it take by bus	distance
i need you to change the pin on my bank of america account to be 1234	pin_change
check to see who is at the doof	smart_home
help me pick a new location to travel to	travel_suggestion
i want your new name to be joshua	change_ai_name
"""put """"get tires checked"""" on my calendar"""	calendar_update
i wanna change my pin number for my credit acount	pin_change
what do food critics say about gramercy tavern	restaurant_reviews
what is the availability of meeting rooms during the afternoon	schedule_meeting
how much is the charge of using my card in italy during my stay there	international_fees
i lost my phone and need assistance	find_phone
what's the pizza like around here	meal_suggestion
what ingredients are present in marshmallows	ingredients_list
that is most definitely false	no
what can you help me with exactly	what_can_i_ask_you
i need to talk to someone about a transaction that was not made by me on my chase account	report_fraud
is traveling to dublin safe (will dublin be safe)	travel_alert
i don't have that information	maybe
report fraud on my card	report_fraud
hey ai, reduce your speed of speaking	change_speed
i want to know what sort of things you can assist me with	what_can_i_ask_you
what ingredients are needed for shrimp cocktail	ingredients_list
text my doctor and tell him it happened again	text
whats the safest way to jump start a car	jump_start
text mark hello	text
please show me my recent transaction	transactions
can you tell me what my income will be this week	income
create a reminder	reminder_update
tell me what the gas mileage is on my car	mpg
list all purchases of video games	transactions
how many inches and centimeters would i need if i had 10 feet of something	measurement_conversion
do you take orders from someone else	who_do_you_work_for
why did my bank place a hold on my bank account	account_blocked
tell me what edict means	definition
what do i have on my calendar for monday the 1st of march	calendar
how long before i'm on e	gas
when do i get paid	payday
could you tell me the name of your boss	who_do_you_work_for
i seem to have lost the pin for my retirement account	pin_change
how is the traffic like on the way to the beach	traffic
i'm out of my checks i need some new ones	order_checks
i have to know what plug that country uses	plug_type
what can i use you to help me with	what_can_i_ask_you
are you a real person or software	are_you_a_bot
book a delta flight to arizona from pittsburgh	book_flight
what's the non-city mpg for this car	mpg
what is the meaning of life here	meaning_of_life
what do they call you	what_is_your_name
hey there	greeting
which insurance plan am i enrolled in, please	insurance
